country,year,population,netMigration,population_in_millions,Class
Italy,1992,56797087,27442,56,2
Italy,1991,56758521,20830,56,2
Italy,1990,56719240,21268,56,2
Italy,1989,56671781,13310,56,2
Italy,1988,56629288,7922,56,2
Italy,1987,56601931,-5191,56,2
Italy,1986,56596155,-16397,56,2
Italy,1985,56593071,-19940,56,2
Italy,1984,56576718,-31310,56,2
Italy,1983,56564074,-36074,56,2
Italy,1982,56543548,-43214,56,2
Italy,1981,56501675,-9842,56,2
Italy,1980,56433883,261163,56,2
Italy,1979,56317749,48337,56,2
Italy,1978,56155143,49142,56,2
Italy,1977,55955411,53296,55,2
Italy,1976,55718260,54058,55,2
Italy,1975,55441001,46976,55,2
Italy,1974,55110868,46875,55,2
Italy,1973,54751406,47614,54,2
Italy,1972,54381345,46122,54,2
Italy,1971,54073490,-58091,54,2
Italy,1970,53821850,-67909,53,2
Italy,1969,53537950,-47564,53,2
Italy,1968,53235750,-59536,53,2
Italy,1967,52900500,-40540,52,2
Italy,1966,52519000,-41084,52,2
Italy,1965,52112350,-37417,52,2
Italy,1964,51675350,-28503,51,2
Italy,1963,51252000,-32983,51,2
Italy,1962,50879450,-34465,50,2
Italy,1961,50536350,-133680,50,2
Italy,1960,50199700,-145608,50,2
Jamaica,2023,2825544,-10999,2,2
Jamaica,2022,2827377,-10999,2,2
Jamaica,2021,2827695,-5664,2,2
Jamaica,2020,2820436,0,2,2
Jamaica,2019,2813773,-11329,2,2
Jamaica,2018,2811835,-11329,2,2
Jamaica,2017,2808376,-11329,2,2
Jamaica,2016,2802695,-11329,2,2
Jamaica,2015,2794445,-11329,2,2
Jamaica,2014,2784543,-11329,2,2
Jamaica,2013,2773129,-11329,2,2
Jamaica,2012,2759817,-11494,2,2
Jamaica,2011,2746169,-12578,2,2
Jamaica,2010,2733896,-14244,2,2
Jamaica,2009,2722401,-15946,2,2
Jamaica,2008,2711373,-17188,2,2
Jamaica,2007,2701221,-17588,2,2
Jamaica,2006,2689660,-17846,2,2
Jamaica,2005,2676863,-18072,2,2
Jamaica,2004,2664024,-18261,2,2
Jamaica,2003,2651027,-18382,2,2
Jamaica,2002,2638244,-18427,2,2
Jamaica,2001,2625405,-18461,2,2
Jamaica,2000,2612205,-18500,2,2
Jamaica,1999,2596271,-18545,2,2
Jamaica,1998,2576567,-18619,2,2
Jamaica,1997,2554954,-18758,2,2
Jamaica,1996,2532894,-19290,2,2
Jamaica,1995,2509372,-20084,2,2
Jamaica,1994,2484182,-20957,2,2
Jamaica,1993,2459062,-21726,2,2
Jamaica,1992,2434574,-22430,2,2
Jamaica,1991,2411867,-24007,2,2
Jamaica,1990,2392030,-26080,2,2
Jamaica,1989,2373365,-28052,2,2
Jamaica,1988,2354805,-29249,2,2
Jamaica,1987,2336245,-28956,2,2
Jamaica,1986,2315871,-26338,2,2
Jamaica,1985,2292030,-22369,2,2
Jamaica,1984,2264095,-18216,2,2
Jamaica,1983,2232782,-15060,2,2
Jamaica,1982,2199606,-13950,2,2
Jamaica,1981,2166657,-14619,2,2
Jamaica,1980,2135546,-16273,2,2
Jamaica,1979,2106937,-18142,2,2
Jamaica,1978,2080485,-19471,2,2
Jamaica,1977,2054927,-19629,2,2
Jamaica,1976,2029486,-19088,2,2
Jamaica,1975,2003094,-18344,2,2
Jamaica,1974,1974880,-17774,1,2
Jamaica,1973,1945320,-17830,1,2
Jamaica,1972,1915299,-18932,1,2
Jamaica,1971,1886143,-21320,1,2
Jamaica,1970,1859091,-24366,1,2
Jamaica,1969,1834615,-27308,1,2
Jamaica,1968,1812209,-29422,1,2
Jamaica,1967,1790580,-30149,1,2
Jamaica,1966,1768803,-30068,1,2
Jamaica,1965,1746977,-29615,1,2
Jamaica,1964,1725181,-29071,1,2
Jamaica,1963,1703868,-28761,1,2
Jamaica,1962,1683761,-28937,1,2
Jamaica,1961,1663754,-29415,1,2
Jamaica,1960,1642331,-29946,1,2
Japan,2023,124516650,99994,124,2
Japan,2022,125124989,99994,125,2
Japan,2021,125681593,87584,125,2
Japan,2020,126261000,87584,126,2
Japan,2019,126633000,183953,126,2
Japan,2018,126811000,177470,126,2
Japan,2017,126972000,164070,126,2
Japan,2016,127076000,156993,127,2
Japan,2015,127141000,150215,127,2
Japan,2014,127276000,139401,127,2
Japan,2013,127445000,134721,127,2
Japan,2012,127629000,137344,127,2
Japan,2011,127833000,139793,127,2
Japan,2010,128070000,148460,128,2
Japan,2009,128047000,159210,128,2
Japan,2008,128063000,158396,128,2
Japan,2007,128001000,163068,128,2
Japan,2006,127854000,160536,127,2
Japan,2005,127773000,153248,127,2
Japan,2004,127761000,135835,127,2
Japan,2003,127718000,119257,127,2
Japan,2002,127445000,102260,127,2
Japan,2001,127149000,93257,127,2
Japan,2000,126843000,84477,126,2
Japan,1999,126631000,72925,126,2
Japan,1998,126400000,56577,126,2
Japan,1997,126057000,46477,126,2
Japan,1996,125757000,41491,125,3
Japan,1995,125472000,38572,125,3
Japan,1994,125178000,41331,125,3
Japan,1993,124829000,39228,124,3
Japan,1992,124425000,34064,124,3
Japan,1991,123964000,31126,123,3
Japan,1990,123478000,26291,123,3
Japan,1989,123069000,17970,123,3
Japan,1988,122578000,8399,122,3
Japan,1987,122069000,-3413,122,3
Japan,1986,121482000,-12925,121,3
Japan,1985,120837000,-8228,120,3
Japan,1984,120083000,-11510,120,3
Japan,1983,119307000,-18563,119,3
Japan,1982,118480000,-32081,118,3
Japan,1981,117661000,-39929,117,3
Japan,1980,116807000,-30594,116,3
Japan,1979,115890000,-21454,115,3
Japan,1978,114913000,852,114,3
Japan,1977,113872000,31569,113,3
Japan,1976,112775000,47790,112,3
Japan,1975,111573000,22942,111,3
Japan,1974,110162000,38925,110,3
Japan,1973,108707000,67245,108,3
Japan,1972,107188000,93814,107,3
Japan,1971,105697000,110997,105,3
Japan,1970,103403000,124197,103,3
Japan,1969,102219000,116285,102,3
Japan,1968,101011000,93749,101,3
Japan,1967,99879000,74137,99,3
Japan,1966,98851000,65702,98,3
Japan,1965,97952000,49763,97,3
Japan,1964,96903000,29206,96,3
Japan,1963,95900000,3819,95,3
Japan,1962,94933000,-18594,94,3
Japan,1961,94055000,-33403,94,3
Japan,1960,93216000,-46245,93,3
Jordan,2023,11337052,-157392,11,3
Jordan,2022,11285869,-141192,11,3
Jordan,2021,11148278,14374,11,3
Jordan,2020,10928721,18092,10,3
Jordan,2019,10698683,28963,10,3
Jordan,2018,10459865,33554,10,3
Jordan,2017,10215381,41956,10,3
Jordan,2016,9964656,49192,9,3
Jordan,2015,9494246,490844,9,3
Jordan,2014,8658026,803008,8,3
Jordan,2013,7694814,776237,7,3
Jordan,2012,7211863,-146181,7,3
Jordan,2011,7109980,7057,7,3
Jordan,2010,6931258,4872,6,3
Jordan,2009,6780493,-49687,6,3
Jordan,2008,6632873,767,6,3
Jordan,2007,6473457,-18108,6,3
Jordan,2006,6075548,502609,6,3
Jordan,2005,5678534,3500,5,3
Jordan,2004,5532423,7979,5,3
Jordan,2003,5396117,-11700,5,3
Jordan,2002,5275532,-18467,5,3
Jordan,2001,5163310,-22895,5,3
Jordan,2000,5056174,-26074,5,3
Jordan,1999,4950775,-27528,4,3
Jordan,1998,4844403,-27035,4,3
Jordan,1997,4733665,-23017,4,3
Jordan,1996,4608676,-2650,4,3
Jordan,1995,4458195,27992,4,3
Jordan,1994,4278166,61531,4,3
Jordan,1993,4075759,81580,4,3
Jordan,1992,3866887,85370,3,3
Jordan,1991,3666379,75826,3,3
Jordan,1990,3480587,66103,3,3
Jordan,1989,3310954,50941,3,3
Jordan,1988,3157177,39873,3,3
Jordan,1987,3014694,34646,3,3
Jordan,1986,2879799,30763,2,3
Jordan,1985,2751492,28040,2,3
Jordan,1984,2629939,24316,2,3
Jordan,1983,2514785,21487,2,3
Jordan,1982,2406349,16944,2,3
Jordan,1981,2306655,9659,2,3
Jordan,1980,2216903,1735,2,3
Jordan,1979,2138078,-7706,2,3
Jordan,1978,2069104,-13701,2,3
Jordan,1977,2005418,-15132,2,3
Jordan,1976,1945141,-17309,1,3
Jordan,1975,1886636,-14822,1,3
Jordan,1974,1827584,-12024,1,3
Jordan,1973,1767414,-8072,1,3
Jordan,1972,1704787,-2622,1,3
Jordan,1971,1636320,8976,1,3
Jordan,1970,1557374,25894,1,3
Jordan,1969,1466428,40481,1,3
Jordan,1968,1366644,50036,1,3
Jordan,1967,1265680,50397,1,3
Jordan,1966,1172770,41882,1,3
Jordan,1965,1093474,29737,1,3
Jordan,1964,1029447,17018,1,3
Jordan,1963,978607,8763,0,3
Jordan,1962,934615,8098,0,3
Jordan,1961,891848,11097,0,3
Jordan,1960,847936,15509,0,3
Kazakhstan,2023,19900177,0,19,3
Kazakhstan,2022,19634983,0,19,3
Kazakhstan,2021,19191356,-18917,19,3
Kazakhstan,2020,18755666,-12432,18,3
Kazakhstan,2019,18513673,-37080,18,3
Kazakhstan,2018,18276452,-31760,18,3
Kazakhstan,2017,18037776,-15903,18,3
Kazakhstan,2016,17794055,-7445,17,3
Kazakhstan,2015,17542806,-12253,17,3
Kazakhstan,2014,17288285,-6299,17,3
Kazakhstan,2013,17035551,8121,17,3
Kazakhstan,2012,16792090,9046,16,3
Kazakhstan,2011,16557202,14829,16,3
Kazakhstan,2010,16321872,23234,16,3
Kazakhstan,2009,16092822,8215,16,3
Kazakhstan,2008,15776938,2198,15,3
Kazakhstan,2007,15484192,13172,15,3
Kazakhstan,2006,15308085,34582,15,3
Kazakhstan,2005,15147029,22958,15,3
Kazakhstan,2004,15012984,9413,15,3
Kazakhstan,2003,14909019,-3565,14,3
Kazakhstan,2002,14858948,-13939,14,3
Kazakhstan,2001,14858335,-28743,14,3
Kazakhstan,2000,14883626,-43423,14,3
Kazakhstan,1999,14928374,-165312,14,3
Kazakhstan,1998,15071640,-448726,15,3
Kazakhstan,1997,15334405,-436232,15,3
Kazakhstan,1996,15578227,-427681,15,3
Kazakhstan,1995,15816243,-412725,15,3
Kazakhstan,1994,16145766,-520043,16,3
Kazakhstan,1993,16380672,-292647,16,3
Kazakhstan,1992,16439095,-221599,16,3
Kazakhstan,1991,16451711,-104305,16,3
Kazakhstan,1990,16348000,-108425,16,3
Kazakhstan,1989,16249500,-75336,16,3
Kazakhstan,1988,16430590,88799,16,3
Kazakhstan,1987,16072478,80549,16,3
Kazakhstan,1986,15721289,79751,15,3
Kazakhstan,1985,15413315,4937,15,3
Kazakhstan,1984,15147590,6529,15,3
Kazakhstan,1983,14885966,10256,14,3
Kazakhstan,1982,14634179,2273,14,3
Kazakhstan,1981,14397391,-1224,14,3
Kazakhstan,1980,14172710,4615,14,3
Kazakhstan,1979,13957795,-2981,13,3
Kazakhstan,1978,13750291,-2313,13,3
Kazakhstan,1977,13543521,3774,13,3
Kazakhstan,1976,13346173,-15857,13,3
Kazakhstan,1975,13158942,-12192,13,3
Kazakhstan,1974,12972497,-14033,12,3
Kazakhstan,1973,12789985,-14649,12,3
Kazakhstan,1972,12611997,-18932,12,3
Kazakhstan,1971,12444338,-24759,12,3
Kazakhstan,1970,12265305,19825,12,3
Kazakhstan,1969,12042478,76637,12,3
Kazakhstan,1968,11777849,104853,11,3
Kazakhstan,1967,11491228,104827,11,3
Kazakhstan,1966,11197568,100894,11,3
Kazakhstan,1965,10897644,102579,10,3
Kazakhstan,1964,10590934,97674,10,3
Kazakhstan,1963,10277790,93859,10,3
Kazakhstan,1962,9959414,89864,9,3
Kazakhstan,1961,9639302,85040,9,3
Kazakhstan,1960,9319283,83541,9,3
Kuwait,2023,4310108,11999,4,3
Kuwait,2022,4268873,11999,4,3
Kuwait,2021,4250114,-36843,4,3
Kuwait,2020,4360444,-254177,4,3
Kuwait,2019,4441100,9088,4,3
Kuwait,2018,4317185,144967,4,3
Kuwait,2017,4124904,140685,4,3
Kuwait,2016,4048085,-90785,4,3
Kuwait,2015,3908743,259114,3,3
Kuwait,2014,3761584,-84910,3,3
Kuwait,2013,3646518,190228,3,3
Kuwait,2012,3394663,191164,3,3
Kuwait,2011,3143825,191544,3,3
Kuwait,2010,2943356,94736,2,3
Kuwait,2009,2795550,90945,2,3
Kuwait,2008,2650930,93141,2,3
Kuwait,2007,2506769,94844,2,3
Kuwait,2006,2363409,96486,2,3
Kuwait,2005,2235403,68878,2,3
Kuwait,2004,2153481,7427,2,3
Kuwait,2003,2101506,11232,2,3
Kuwait,2002,2047364,14550,2,3
Kuwait,2001,1991674,17088,1,3
Kuwait,2000,1934901,19193,1,3
Kuwait,1999,1877427,20438,1,3
Kuwait,1998,1819544,20819,1,3
Kuwait,1997,1761468,20792,1,3
Kuwait,1996,1703318,20602,1,3
Kuwait,1995,1655222,1693,1,3
Kuwait,1994,1641106,-42817,1,3
Kuwait,1993,1653645,-44820,1,3
Kuwait,1992,1620633,52620,1,3
Kuwait,1991,1339500,460628,1,3
Kuwait,1990,1674938,-1196051,1,3
Kuwait,1989,2210013,34644,2,3
Kuwait,1988,2129153,31455,2,3
Kuwait,1987,2048477,31242,2,3
Kuwait,1986,1968093,27190,1,3
Kuwait,1985,1888975,25773,1,3
Kuwait,1984,1813986,17021,1,3
Kuwait,1983,1736028,31756,1,3
Kuwait,1982,1652921,30433,1,3
Kuwait,1981,1573026,29606,1,3
Kuwait,1980,1493870,32491,1,3
Kuwait,1979,1412266,37375,1,3
Kuwait,1978,1329074,39158,1,3
Kuwait,1977,1247225,38225,1,3
Kuwait,1976,1168791,36049,1,3
Kuwait,1975,1095998,30911,1,3
Kuwait,1974,1030426,25395,1,3
Kuwait,1973,970527,22835,0,3
Kuwait,1972,913785,21986,0,3
Kuwait,1971,858734,22182,0,3
Kuwait,1970,802786,26616,0,3
Kuwait,1969,743044,33145,0,3
Kuwait,1968,681117,35399,0,3
Kuwait,1967,621242,34180,0,3
Kuwait,1966,565463,32383,0,3
Kuwait,1965,513840,30575,0,3
Kuwait,1964,465748,29541,0,3
Kuwait,1963,420494,28891,0,3
Kuwait,1962,378190,27413,0,3
Kuwait,1961,339697,24618,0,3
Kuwait,1960,305415,21767,0,3
Lebanon,2023,5353930,-177331,5,3
Lebanon,2022,5489739,-160237,5,3
Lebanon,2021,5592631,-115122,5,3
Lebanon,2020,5662923,-115146,5,3
Lebanon,2019,5781907,-237572,5,3
Lebanon,2018,5950839,-233520,5,3
Lebanon,2017,6109252,-230947,6,3
Lebanon,2016,6258619,-228173,6,3
Lebanon,2015,6398940,-223722,6,3
Lebanon,2014,6274342,301113,6,3
Lebanon,2013,5678851,733504,5,3
Lebanon,2012,5178337,124428,5,3
Lebanon,2011,5045056,2246,5,3
Lebanon,2010,4995800,-40915,4,3
Lebanon,2009,4951135,-2700,4,3
Lebanon,2008,4887613,430,4,3
Lebanon,2007,4809608,27944,4,3
Lebanon,2006,4719864,25126,4,3
Lebanon,2005,4643044,1224,4,3
Lebanon,2004,4574797,4974,4,3
Lebanon,2003,4504807,1674,4,3
Lebanon,2002,4446666,-21543,4,3
Lebanon,2001,4389200,-1094,4,3
Lebanon,2000,4320642,455,4,3
Lebanon,1999,4250020,2589,4,3
Lebanon,1998,4178784,1062,4,3
Lebanon,1997,4107551,1313,4,3
Lebanon,1996,4034243,3164,4,3
Lebanon,1995,3959640,2634,3,3
Lebanon,1994,3888144,-4850,3,3
Lebanon,1993,3818796,-5196,3,3
Lebanon,1992,3745407,-970,3,3
Lebanon,1991,3666734,1159,3,3
Lebanon,1990,3593700,-6595,3,3
Lebanon,1989,3525502,-1827,3,3
Lebanon,1988,3457148,-1916,3,3
Lebanon,1987,3390870,607,3,3
Lebanon,1986,3308010,33549,3,3
Lebanon,1985,3226750,-1108,3,3
Lebanon,1984,3163558,-2785,3,3
Lebanon,1983,3106990,-14558,3,3
Lebanon,1982,3070133,-12981,3,3
Lebanon,1981,3027222,-1799,3,3
Lebanon,1980,2963702,2104,2,3
Lebanon,1979,2902164,-2103,2,3
Lebanon,1978,3183405,-694999,3,3
Lebanon,1977,3457617,0,3,3
Lebanon,1976,3070419,700005,3,3
Lebanon,1975,2691586,0,2,3
Lebanon,1974,2632880,-3831,2,3
Lebanon,1973,2569841,482,2,3
Lebanon,1972,2505965,294,2,3
Lebanon,1971,2442137,3042,2,3
Lebanon,1970,2381791,-4508,2,3
Lebanon,1969,2323823,0,2,3
Lebanon,1968,2262291,4506,2,3
Lebanon,1967,2203202,-3434,2,3
Lebanon,1966,2145646,2864,2,3
Lebanon,1965,2087445,-742,2,3
Lebanon,1964,2030440,1311,2,3
Lebanon,1963,1971511,4269,1,3
Lebanon,1962,1911959,4569,1,3
Lebanon,1961,1853295,4844,1,3
Lebanon,1960,1798092,0,1,3
Malaysia,2023,34308525,48997,34,3
Malaysia,2022,33938221,48997,33,3
Malaysia,2021,33573874,46165,33,3
Malaysia,2020,33199993,57483,33,3
Malaysia,2019,32804020,60824,32,3
Malaysia,2018,32399271,60604,32,3
Malaysia,2017,31975806,78257,31,3
Malaysia,2016,31526418,97737,31,3
Malaysia,2015,31068833,80603,31,3
Malaysia,2014,30606459,94785,30,3
Malaysia,2013,30134807,102150,30,3
Malaysia,2012,29660212,113421,29,3
Malaysia,2011,29184133,115314,29,3
Malaysia,2010,28717731,114491,28,3
Malaysia,2009,28217204,194571,28,3
Malaysia,2008,27664296,217538,27,3
Malaysia,2007,27092604,247032,27,3
Malaysia,2006,26509413,251101,26,3
Malaysia,2005,25923536,245376,25,3
Malaysia,2004,25333247,244359,25,3
Malaysia,2003,24739411,226003,24,3
Malaysia,2002,24142445,224999,24,3
Malaysia,2001,23542517,198361,23,3
Malaysia,2000,22945150,174011,22,3
Malaysia,1999,22368655,124435,22,3
Malaysia,1998,21810542,119482,21,3
Malaysia,1997,21249178,113370,21,3
Malaysia,1996,20689051,102218,20,3
Malaysia,1995,20136888,94297,20,3
Malaysia,1994,19588703,100207,19,3
Malaysia,1993,19050077,88952,19,3
Malaysia,1992,18526708,88349,18,3
Malaysia,1991,18017464,81545,18,3
Malaysia,1990,17517054,94487,17,3
Malaysia,1989,17020143,98199,17,3
Malaysia,1988,16524616,101477,16,3
Malaysia,1987,16033103,92834,16,3
Malaysia,1986,15558740,72169,15,3
Malaysia,1985,15108135,50994,15,3
Malaysia,1984,14686454,24296,14,3
Malaysia,1983,14292862,9184,14,3
Malaysia,1982,13921029,-716,13,3
Malaysia,1981,13564594,-1768,13,3
Malaysia,1980,13215707,6622,13,3
Malaysia,1979,12875011,4349,12,3
Malaysia,1978,12543892,5914,12,3
Malaysia,1977,12218924,6675,12,3
Malaysia,1976,11910081,-13508,11,3
Malaysia,1975,11617947,-15218,11,3
Malaysia,1974,11335187,-22142,11,3
Malaysia,1973,11062664,-25703,11,3
Malaysia,1972,10801619,-28251,10,3
Malaysia,1971,10552557,-33070,10,3
Malaysia,1970,10306508,-25428,10,3
Malaysia,1969,10061684,-26779,10,3
Malaysia,1968,9821308,-25763,9,3
Malaysia,1967,9582086,-22724,9,3
Malaysia,1966,9340240,-20869,9,3
Malaysia,1965,9091016,-13158,9,3
Malaysia,1964,8835925,-10677,8,3
Malaysia,1963,8579350,-8107,8,3
Malaysia,1962,8324218,-7589,8,3
Malaysia,1961,8074805,-8340,8,3
Malaysia,1960,7833782,-10446,7,3
Maldives,2023,521021,-8652,0,3
Maldives,2022,523787,-8011,0,3
Maldives,2021,521457,1189,0,3
Maldives,2020,514438,1134,0,3
Maldives,2019,504508,6690,0,3
Maldives,2018,489758,10578,0,3
Maldives,2017,472442,11665,0,3
Maldives,2016,454252,12191,0,3
Maldives,2015,435582,12526,0,3
Maldives,2014,416738,12535,0,3
Maldives,2013,400728,6794,0,3
Maldives,2012,387539,6660,0,3
Maldives,2011,374440,6504,0,3
Maldives,2010,361575,6244,0,3
Maldives,2009,349037,5992,0,3
Maldives,2008,336883,5931,0,3
Maldives,2007,325126,6106,0,3
Maldives,2006,314401,4945,0,3
Maldives,2005,307018,195,0,3
Maldives,2004,302135,402,0,3
Maldives,2003,297226,439,0,3
Maldives,2002,292284,542,0,3
Maldives,2001,287324,547,0,3
Maldives,2000,282507,133,0,3
Maldives,1999,278111,-731,0,3
Maldives,1998,273796,-732,0,3
Maldives,1997,269040,-628,0,3
Maldives,1996,263841,-662,0,3
Maldives,1995,258208,-518,0,3
Maldives,1994,252201,-538,0,3
Maldives,1993,245845,-382,0,3
Maldives,1992,239136,-304,0,3
Maldives,1991,232150,-236,0,3
Maldives,1990,224957,-243,0,3
Maldives,1989,217937,-811,0,3
Maldives,1988,211160,-779,0,3
Maldives,1987,204256,-438,0,3
Maldives,1986,197225,-279,0,3
Maldives,1985,190383,-472,0,3
Maldives,1984,184388,-1499,0,3
Maldives,1983,179339,-1772,0,3
Maldives,1982,174523,-1308,0,3
Maldives,1981,169663,-1038,0,3
Maldives,1980,164887,-914,0,3
Maldives,1979,160326,-974,0,3
Maldives,1978,156025,-712,0,3
Maldives,1977,151792,-622,0,3
Maldives,1976,147468,-270,0,3
Maldives,1975,143126,-140,0,3
Maldives,1974,138944,-185,0,3
Maldives,1973,134940,-80,0,3
Maldives,1972,130990,182,0,3
Maldives,1971,127066,273,0,3
Maldives,1970,123243,280,0,3
Maldives,1969,119569,265,0,3
Maldives,1968,116049,201,0,3
Maldives,1967,112547,476,0,3
Maldives,1966,108713,1206,0,3
Maldives,1965,104566,1396,0,3
Maldives,1964,101241,-236,0,3
Maldives,1963,98775,-134,0,3
Maldives,1962,96332,-89,0,3
Maldives,1961,93952,-59,0,3
Maldives,1960,91650,-41,0,3
Mali,2023,23293698,-39998,23,3
Mali,2022,22593590,-39998,22,3
Mali,2021,21904983,-22236,21,3
Mali,2020,21224040,-14978,21,3
Mali,2019,20567424,-44428,20,3
Mali,2018,19934298,-40761,19,3
Mali,2017,19311355,-33995,19,3
Mali,2016,18700106,-30294,18,3
Mali,2015,18112907,-48947,18,3
Mali,2014,17551814,-50149,17,3
Mali,2013,17004033,-41013,17,3
Mali,2012,16514687,-140747,16,3
Mali,2011,16039734,-43216,16,3
Mali,2010,15529181,-34523,15,3
Mali,2009,15032635,-34428,15,3
Mali,2008,14551117,-24538,14,3
Mali,2007,14080912,-19966,14,3
Mali,2006,13623541,-18275,13,3
Mali,2005,13180551,-17436,13,3
Mali,2004,12751995,-10805,12,3
Mali,2003,12342165,-11780,12,3
Mali,2002,11952660,-8926,11,3
Mali,2001,11583824,-12530,11,3
Mali,2000,11239101,-17423,11,3
Mali,1999,10916993,-21740,10,3
Mali,1998,10620475,-30323,10,3
Mali,1997,10359301,-56107,10,3
Mali,1996,10131906,-68134,10,3
Mali,1995,9921094,-67932,9,3
Mali,1994,9711797,-63686,9,3
Mali,1993,9506510,-68995,9,3
Mali,1992,9310572,-70975,9,3
Mali,1991,9123969,-77380,9,3
Mali,1990,8945026,-68856,8,3
Mali,1989,8774122,-75987,8,3
Mali,1988,8617474,-88203,8,3
Mali,1987,8474329,-91198,8,3
Mali,1986,8334588,-82188,8,3
Mali,1985,8187651,-63524,8,3
Mali,1984,8030099,-47454,8,3
Mali,1983,7863944,-34214,7,3
Mali,1982,7696349,-34232,7,3
Mali,1981,7532864,-34216,7,3
Mali,1980,7372581,-30239,7,3
Mali,1979,7218079,-32438,7,3
Mali,1978,7072938,-31602,7,3
Mali,1977,6935336,-28926,6,3
Mali,1976,6807648,-34088,6,3
Mali,1975,6687293,-26632,6,3
Mali,1974,6569273,-22508,6,3
Mali,1973,6455257,-19183,6,3
Mali,1972,6347158,-19647,6,3
Mali,1971,6247878,-22180,6,3
Mali,1970,6153587,-17521,6,3
Mali,1969,6061764,-18341,6,3
Mali,1968,5973762,-18058,5,3
Mali,1967,5888497,-16944,5,3
Mali,1966,5806572,-17072,5,3
Mali,1965,5726382,-13693,5,3
Mali,1964,5647380,-13252,5,3
Mali,1963,5570462,-11980,5,3
Mali,1962,5494845,-10843,5,3
Mali,1961,5420247,-10165,5,3
Mali,1960,5346792,-10332,5,3
Malta,2023,553214,850,0,3
Malta,2022,531113,850,0,3
Malta,2021,518536,10408,0,3
Malta,2020,515332,10854,0,3
Malta,2019,504062,11247,0,3
Malta,2018,484630,11180,0,3
Malta,2017,467999,10836,0,3
Malta,2016,455356,10239,0,3
Malta,2015,445053,9443,0,3
Malta,2014,434558,8474,0,3
Malta,2013,425967,7348,0,3
Malta,2012,420028,6167,0,3
Malta,2011,416268,4806,0,3
Malta,2010,414508,3049,0,3
Malta,2009,412477,1774,0,3
Malta,2008,409379,918,0,3
Malta,2007,406724,350,0,3
Malta,2006,405308,183,0,3
Malta,2005,403834,456,0,3
Malta,2004,401268,872,0,3
Malta,2003,398582,1238,0,3
Malta,2002,395969,1507,0,3
Malta,2001,393028,1687,0,3
Malta,2000,390087,1799,0,3
Malta,1999,387578,1804,0,3
Malta,1998,385287,1748,0,3
Malta,1997,382791,1608,0,3
Malta,1996,379905,1489,0,3
Malta,1995,377419,1530,0,3
Malta,1994,374797,1296,0,3
Malta,1993,371308,1049,0,3
Malta,1992,367618,860,0,3
Malta,1991,363845,726,0,3
Malta,1990,354170,606,0,3
Malta,1989,350722,537,0,3
Malta,1988,347325,498,0,3
Malta,1987,344485,482,0,3
Malta,1986,342121,454,0,3
Malta,1985,336452,381,0,3
Malta,1984,330593,461,0,3
Malta,1983,330524,507,0,3
Malta,1982,325898,499,0,3
Malta,1981,318982,438,0,3
Malta,1980,316645,268,0,3
Malta,1979,313342,81,0,3
Malta,1978,310182,-157,0,3
Malta,1977,306970,-412,0,3
Malta,1976,305774,-707,0,3
Malta,1975,304222,-1037,0,3
Malta,1974,301996,-1397,0,3
Malta,1973,302200,-1776,0,3
Malta,1972,302450,-2219,0,3
Malta,1971,302700,-2625,0,3
Malta,1970,302650,-3104,0,3
Malta,1969,304300,-3636,0,3
Malta,1968,307900,-4264,0,3
Malta,1967,311550,-4968,0,3
Malta,1966,315200,-5790,0,3
Malta,1965,318800,-6443,0,3
Malta,1964,321250,-6915,0,3
Malta,1963,322550,-7157,0,3
Malta,1962,323900,-7080,0,3
Malta,1961,325250,-6753,0,3
Malta,1960,326550,-6168,0,3
Marshall Islands,2023,41996,0,0,3
Marshall Islands,2022,41569,0,0,3
Marshall Islands,2021,42050,-1901,0,3
Marshall Islands,2020,43413,-1901,0,3
Marshall Islands,2019,44728,-1901,0,3
Marshall Islands,2018,45989,-1901,0,3
Marshall Islands,2017,47187,-1901,0,3
Marshall Islands,2016,48329,-1901,0,3
Marshall Islands,2015,49410,-1901,0,3
Marshall Islands,2014,50419,-1901,0,3
Marshall Islands,2013,51352,-1901,0,3
Marshall Islands,2012,52203,-1901,0,3
Marshall Islands,2011,52971,-1901,0,3
Marshall Islands,2010,53416,-1415,0,3
Marshall Islands,2009,53593,-1544,0,3
Marshall Islands,2008,53816,-1641,0,3
Marshall Islands,2007,54038,-1662,0,3
Marshall Islands,2006,54208,-1647,0,3
Marshall Islands,2005,54337,-1637,0,3
Marshall Islands,2004,54435,-1627,0,3
Marshall Islands,2003,54493,-1595,0,3
Marshall Islands,2002,54496,-1532,0,3
Marshall Islands,2001,54413,-1442,0,3
Marshall Islands,2000,54224,-1323,0,3
Marshall Islands,1999,53834,-1043,0,3
Marshall Islands,1998,53164,-767,0,3
Marshall Islands,1997,52358,-756,0,3
Marshall Islands,1996,51538,-754,0,3
Marshall Islands,1995,50702,-743,0,3
Marshall Islands,1994,49840,-723,0,3
Marshall Islands,1993,48944,-687,0,3
Marshall Islands,1992,48015,-654,0,3
Marshall Islands,1991,47053,-629,0,3
Marshall Islands,1990,46047,-593,0,3
Marshall Islands,1989,44988,-549,0,3
Marshall Islands,1988,43687,-122,0,3
Marshall Islands,1987,42122,-31,0,3
Marshall Islands,1986,40527,-16,0,3
Marshall Islands,1985,38962,-18,0,3
Marshall Islands,1984,37437,-24,0,3
